Date	Item_ID	Dept	Class	Unit_Sold	$_Sold	Total_Cost
1-Sep-19	03-81-0001-00-03	ESSENTIALS	BODY CARE	1	8	1.850000024
1-Sep-19	03-81-0002-00-00	ESSENTIALS	BODY CARE	4	49.97999954	24
1-Sep-19	04-15-0105-01-00	GEAR	TOPS	2	15.97999954	5.559999943
1-Sep-19	08-28-0201-00-00	FITNESS	MAT	8	267.5800018	87.59999847
1-Sep-19	08-31-0202-00-00	ACCESSORIES	RINGS	2	20.09000015	4.739999771
1-Sep-19	08-31-0203-00-00	ACCESSORIES	RINGS	7	97.95999908	42
1-Sep-19	08-34-0201-00-00	GEAR	OUTERWEAR	1	19.98999977	7.440000057
1-Sep-19	08-34-0205-00-00	GEAR	OUTERWEAR	1	58	16.57999992
1-Sep-19	08-34-0210-00-00	GEAR	OUTERWEAR	1	19.98999977	11.47999954
1-Sep-19	10-81-0001-00-00	ESSENTIALS	BODY CARE	3	87	37.5
1-Sep-19	13-31-0101-02	ACCESSORIES	RINGS	2	40	14.23999977
1-Sep-19	13-31-0101-03	ACCESSORIES	RINGS	1	20	7.119999886
1-Sep-19	13-31-0101-04	ACCESSORIES	RINGS	2	40	14.23999977
1-Sep-19	13-82-0101-01-00	ESSENTIALS	BATH	1	26	8.880000114
1-Sep-19	17-24-0106-11-00	FITNESS	LOWER BODY	1	39	9.449999809
1-Sep-19	17-24-0111-11-00	FITNESS	LOWER BODY	2	60	15.60000038
1-Sep-19	17-24-0114-00-00	DISC	DISC	1	11.98999977	12.30000019
1-Sep-19	17-24-0301-11-00	DISC	DISC	1	6.989999771	2.789999962
1-Sep-19	20-87-0001-00	ESSENTIALS	BATH	1	3	0.720000029
1-Sep-19	20-87-0001-00	ESSENTIALS	BATH	2	10	2.880000114
1-Sep-19	23-33-0201-00-00	GEAR	OUTERWEAR	1	16	6.75
1-Sep-19	23-82-0101-01-00	ESSENTIALS	BATH	2	84	24.76000023
1-Sep-19	23-82-0102-01-00	ESSENTIALS	BATH	1	21	7.429999828
1-Sep-19	23-82-1301-01-00	ESSENTIALS	BATH	3	48	14.64000034
1-Sep-19	33-81-1701-00-00	ESSENTIALS	BODY CARE	1	8	3.707999945
1-Sep-19	38-31-0001-00-12	AUTOMOTIVE	RINGS	3	135	48.95999908
1-Sep-19	38-82-0401-00-12	ESSENTIALS	BATH	1	59	28.87000084
1-Sep-19	40-24-0001-01-00	FITNESS	LOWER BODY	1	19.98999977	8.970000267
1-Sep-19	40-33-0001-00-00	GEAR	OUTERWEAR	1	99	35.97000122
1-Sep-19	40-74-0001-01-00	ELECTRO	AUDIO	1	29	10.77000046
1-Sep-19	44-12-0001-06-10	GEAR	TOPS	2	138	60
2-Sep-19	01-21-1002-14-12	COSMETICS	MASKS	1	55	12.64999962
2-Sep-19	01-21-1004-14-12	COSMETICS	MASKS	5	295	101.4999962
2-Sep-19	01-21-1006-15-12	COSMETICS	MASKS	1	55	21.22999954
2-Sep-19	01-21-1011-14-12	COSMETICS	MASKS	1	50	17.64999962
2-Sep-19	01-21-1012-14-12	COSMETICS	MASKS	1	50	11.72000027
2-Sep-19	01-21-2006-14-12	COSMETICS	MASKS	1	79	27.17000008
2-Sep-19	01-21-2009-14-12	COSMETICS	MASKS	1	85	29.96999931
2-Sep-19	01-21-2012-14-12	COSMETICS	MASKS	1	75	16.20000076
2-Sep-19	01-21-3003-14-12	COSMETICS	MASKS	1	65	24.57999992
2-Sep-19	01-24-0203-00-12	FITNESS	LOWER BODY	1	45	16.20999908
2-Sep-19	01-25-0007-01-12	FITNESS	ELECTRO DEV	1	58	19
2-Sep-19	01-27-0303-01-12	FITNESS	LOWER BODY	1	52	14.5
2-Sep-19	01-28-1301-03-12	FITNESS	MAT	5	80	35.85000038
2-Sep-19	01-31-0101-01-00	AUTOMOTIVE	RINGS	2	40	15.88000011
2-Sep-19	01-31-0103-01-00	ACCESSORIES	RINGS	4	71.98999977	18
2-Sep-19	01-31-0105-01-00	AUTOMOTIVE	RINGS	2	30	13.19999981
2-Sep-19	01-31-0106-01-00	AUTOMOTIVE	RINGS	2	50	13.60000038
2-Sep-19	01-31-0109-01-00	AUTOMOTIVE	RINGS	4	88	25.39999962
2-Sep-19	01-32-0101-01	GEAR	OUTERWEAR	1	18	3.799999952
2-Sep-19	01-40-0401-00-00	SLEEPWEAR	INTIMATES	3	50.98999977	16.20000029
2-Sep-19	01-81-1601-00-00	ESSENTIALS	BODY CARE	3	24	9.600000143
2-Sep-19	01-83-1601-00-00	ESSENTIALS	ORAL CARE	6	54	25.80000114
2-Sep-19	01-83-1602-00-00	ESSENTIALS	ORAL CARE	6	53.97999954	23.88000011
2-Sep-19	01-83-1603-00-00	ESSENTIALS	ORAL CARE	1	14	2.75
2-Sep-19	02-31-0101-01-00	AUTOMOTIVE	RINGS	9	69.97999954	15.75
2-Sep-19	02-31-0103-01-00	ACCESSORIES	RINGS	2	30	5.900000095
2-Sep-19	02-32-0101-01-00	GEAR	OUTERWEAR	1	10	2.049999952
2-Sep-19	02-40-0001	SLEEPWEAR	INTIMATES	2	38	9
2-Sep-19	02-40-0301-01-12	SLEEPWEAR	INTIMATES	2	24	5.980000019
2-Sep-19	02-40-0401-00-00	SLEEPWEAR	INTIMATES	4	53.98999977	11.80000019
2-Sep-19	02-54-0701-01-00	ELECTRO	ELECTRO ACCESSORIES	1	12	2.799999952
2-Sep-19	02-54-1401-01-00	ELECTRO	ELECTRO ACCESSORIES	1	20	4.650000095
2-Sep-19	02-62-0401-01-12	FITNESS	CYCLING	3	327	113.5200005
2-Sep-19	02-62-1401-01-00	FITNESS	CYCLING	4	116	39
2-Sep-19	02-63-0402-01-12	FITNESS	CYCLING	1	85	24
2-Sep-19	02-63-0403-01-00	FITNESS	CYCLING	2	990	344
2-Sep-19	02-63-1301-01-00	FITNESS	CYCLING	2	56	12.80000019
2-Sep-19	02-71-1401-01-00	ACCESSORIES	IMPULSE	5	325	60
2-Sep-19	02-71-1403-01-12	ACCESSORIES	IMPULSE	2	218	66.30000305
2-Sep-19	02-72-0101-01-00	ACCESSORIES	IMPULSE	1	22	5.599999905
2-Sep-19	02-73-0001-01-00	ACCESSORIES	BELTS	1	39	10.85000038
2-Sep-19	02-73-0002-01-00	ACCESSORIES	BELTS	2	72	22
2-Sep-19	02-73-1402-01-12	ACCESSORIES	BELTS	2	120	33.59999847
2-Sep-19	02-74-0405-01-12	ACCESSORIES	IMPULSE	1	29	11.35000038
2-Sep-19	02-74-1302-01-13	ACCESSORIES	IMPULSE	1	35	8.100000381
2-Sep-19	02-74-1402-01-00	ACCESSORIES	IMPULSE	1	35	12
2-Sep-19	02-81-0001-00-00	ESSENTIALS	BODY CARE	2	36	11
2-Sep-19	03-22-0001-01-12	FITNESS	APPAREL	3	207	91.91999817
2-Sep-19	03-22-0002-01-12	FITNESS	LOWER BODY	4	217.0800018	122.5599976
2-Sep-19	03-22-0003-01-00	FITNESS	APPAREL	3	297	96
2-Sep-19	03-22-0004	DISC	DISC	3	86.96999931	66
2-Sep-19	03-22-0110-11-00	DISC	DISC	1	125	48
2-Sep-19	03-25-0001-01-00	COSMETICS	MASKS	1	45	18
2-Sep-19	03-25-0003-01-00	COSMETICS	MASKS	1	45	18
2-Sep-19	03-31-0102-01-00	ACCESSORIES	RINGS	2	29.98999977	8
2-Sep-19	03-32-0402-00-00	GEAR	OUTERWEAR	2	59	26.47999954
2-Sep-19	03-35-0101-01-00	FITNESS	WEIGHTS	1	69	15
2-Sep-19	03-40-0101-01-12	SLEEPWEAR	INTIMATES	2	38	12
2-Sep-19	03-64-0001	FITNESS	CYCLING	1	400	135
2-Sep-19	03-74-0002-01-00	ELECTRO	AUDIO	1	25	4.75
2-Sep-19	03-81-0002-00-00	ESSENTIALS	BODY CARE	7	84.98999977	42
2-Sep-19	03-81-0101-00-00	ESSENTIALS	BODY CARE	3	30	13.20000029
2-Sep-19	04-13-1101-03-00	GEAR	SOCKS	1	36	11.80000019
2-Sep-19	04-15-0104-01-00	GEAR	TOPS	1	22	4.659999847
2-Sep-19	05-24-0101-01-00	FITNESS	LOWER BODY	1	35	9.949999809
2-Sep-19	06-81-1702-00-00	ESSENTIALS	BODY CARE	1	32	12.80000019
2-Sep-19	08-28-0201-00-00	FITNESS	MAT	12	437.7900009	131.3999977
2-Sep-19	08-31-0201-00-00	ACCESSORIES	RINGS	3	51	20.25
2-Sep-19	08-31-0202-00-00	ACCESSORIES	RINGS	4	40.18000031	9.479999542
2-Sep-19	08-31-0203-00-00	ACCESSORIES	RINGS	11	197.9799995	66
2-Sep-19	08-34-0201-00-00	GEAR	OUTERWEAR	2	40	14.88000011
2-Sep-19	08-34-0203-00-00	GEAR	OUTERWEAR	1	20	6.159999847
2-Sep-19	08-34-0204-00-00	GEAR	OUTERWEAR	1	36	16.57999992
2-Sep-19	10-81-0001-00-00	ESSENTIALS	BODY CARE	1	29	12.5
2-Sep-19	13-31-0101-02	ACCESSORIES	RINGS	1	20	7.119999886
2-Sep-19	13-31-0101-03	ACCESSORIES	RINGS	1	20	7.119999886
2-Sep-19	13-31-0101-04	ACCESSORIES	RINGS	2	40	14.23999977
2-Sep-19	13-81-0101-00-00	ESSENTIALS	BODY CARE	2	24	12
2-Sep-19	13-82-0101-01-00	ESSENTIALS	BATH	6	156	53.28000069
2-Sep-19	17-24-0109-11-00	FITNESS	LOWER BODY	1	15	5.760000229
2-Sep-19	17-24-0111-11-00	FITNESS	LOWER BODY	1	30	7.800000191
2-Sep-19	17-24-0113-01-00	FITNESS	LOWER BODY	1	40	7.690000057
2-Sep-19	20-87-0001-00	ESSENTIALS	BATH	2	6	1.440000057
2-Sep-19	20-87-0001-00	ESSENTIALS	BATH	1	9	2.880000114
2-Sep-19	22-82-1301-00-12	ESSENTIALS	BATH	1	45	15.93000031
2-Sep-19	23-33-0201-00-00	GEAR	OUTERWEAR	1	16	6.75
2-Sep-19	23-82-1301-01-00	ESSENTIALS	BATH	2	32	9.760000229
2-Sep-19	33-81-1701-00-00	ESSENTIALS	BODY CARE	1	8	3.707999945
2-Sep-19	38-31-0001-00-12	AUTOMOTIVE	RINGS	3	135	48.95999908
2-Sep-19	38-51-0101-01-00	ELECTRO	ELECTRO ACCESSORIES	4	396	149.6799927
2-Sep-19	38-53-1301-01-00	ELECTRO	POWER BOXES	1	25	5.010000229
2-Sep-19	40-24-0001-01-00	FITNESS	LOWER BODY	2	50	17.94000053
2-Sep-19	40-33-0001-00-00	GEAR	OUTERWEAR	4	396	143.8800049
2-Sep-19	43-85-0003-01-01	BEDDING	SHEETS	2	50	45
3-Sep-19	01-21-1002-14-12	COSMETICS	MASKS	8	266	101.1999969
3-Sep-19	01-21-1004-14-12	COSMETICS	MASKS	6	181.5	121.7999954
3-Sep-19	01-21-1006-15-12	COSMETICS	MASKS	1	61.06999969	21.22999954
3-Sep-19	01-21-1008-14-12	COSMETICS	MASKS	5	174.5000076	115.1000023
3-Sep-19	01-21-1013-14-12	COSMETICS	MASKS	1	79	19.94000053
3-Sep-19	01-21-1015-14-12	COSMETICS	MASKS	1	50	12.75
3-Sep-19	01-21-1015-15-12	COSMETICS	MASKS	1	62	20.29999924
3-Sep-19	01-21-2012-14-12	COSMETICS	MASKS	1	75	16.20000076
3-Sep-19	01-21-3003-14-12	COSMETICS	MASKS	1	65	24.57999992
3-Sep-19	01-21-3005-14-12	COSMETICS	MASKS	1	60	14.25
3-Sep-19	01-21-4001-14-12	COSMETICS	MASKS	5	151.25	81.99999809
3-Sep-19	01-21-4003-14-12	COSMETICS	MASKS	1	59	18.75
3-Sep-19	01-24-0203-00-12	FITNESS	LOWER BODY	1	45	16.20999908
3-Sep-19	01-25-0009-01-12	FITNESS	ELECTRO DEV	1	52	17.42000008
3-Sep-19	01-27-0302-01-12	FITNESS	LOWER BODY	1	81.77999878	20.79999924
3-Sep-19	01-27-0303-01-12	FITNESS	LOWER BODY	1	56.93000031	14.5
3-Sep-19	01-28-1301-03-12	FITNESS	MAT	2	32	14.34000015
3-Sep-19	01-31-0101-01-00	AUTOMOTIVE	RINGS	2	39.98999977	15.88000011
3-Sep-19	01-31-0103-01-00	ACCESSORIES	RINGS	4	60	18
3-Sep-19	01-31-0104-01-00	AUTOMOTIVE	RINGS	6	71.97999954	37.19999886
3-Sep-19	01-31-0107-01-12	GEAR	OUTERWEAR	2	138	40.11999893
3-Sep-19	01-31-0109-01-00	AUTOMOTIVE	RINGS	6	132	38.09999943
3-Sep-19	01-32-0101-01	GEAR	OUTERWEAR	1	18	3.799999952
3-Sep-19	01-40-0401-00-00	SLEEPWEAR	INTIMATES	3	54	16.20000029
3-Sep-19	01-81-1601-00-00	ESSENTIALS	BODY CARE	3	23.97999954	9.600000143
3-Sep-19	01-83-1601-00-00	ESSENTIALS	ORAL CARE	5	44.98999977	21.50000095
3-Sep-19	01-83-1602-00-00	ESSENTIALS	ORAL CARE	3	30.98999977	11.94000006
3-Sep-19	01-83-1603-00-00	ESSENTIALS	ORAL CARE	1	14	2.75
3-Sep-19	02-31-0101-01-00	AUTOMOTIVE	RINGS	5	37.97999954	8.75
3-Sep-19	02-31-0103-01-00	ACCESSORIES	RINGS	7	90	20.65000033
3-Sep-19	02-32-0101-01-00	GEAR	OUTERWEAR	2	20	4.099999905
3-Sep-19	02-40-0401-00-00	SLEEPWEAR	INTIMATES	2	15	5.900000095
3-Sep-19	02-40-0402-00-00	DISC	DISC	3	46.98999977	11.25
3-Sep-19	02-40-1301-00-00	SLEEPWEAR	INTIMATES	3	19.97999954	11.25
3-Sep-19	02-54-1401-01-00	ELECTRO	ELECTRO ACCESSORIES	1	0	4.650000095
3-Sep-19	02-62-1401-01-00	FITNESS	CYCLING	1	29	9.75
3-Sep-19	02-63-0403-01-00	FITNESS	CYCLING	1	495	172
3-Sep-19	02-63-1301-01-00	FITNESS	CYCLING	1	28	6.400000095
3-Sep-19	02-71-1401-01-00	ACCESSORIES	IMPULSE	2	130	24
3-Sep-19	02-71-1402-01-12	ACCESSORIES	IMPULSE	1	75	18.95000076
3-Sep-19	02-71-1403-01-12	ACCESSORIES	IMPULSE	1	109	33.15000153
3-Sep-19	02-72-0101-01-00	ACCESSORIES	IMPULSE	2	44	11.19999981
3-Sep-19	02-73-1402-01-12	ACCESSORIES	BELTS	2	120	33.59999847
3-Sep-19	02-74-0403-01-00	ACCESSORIES	IMPULSE	2	120	29.20000076
3-Sep-19	02-74-1301-01-00	DISC	DISC	2	20	16.5
3-Sep-19	02-81-0001-00-00	ESSENTIALS	BODY CARE	4	72	22
3-Sep-19	03-22-0001-01-12	FITNESS	APPAREL	2	138	61.27999878
3-Sep-19	03-22-0002-01-12	FITNESS	LOWER BODY	5	310	153.1999969
3-Sep-19	03-22-0003-01-00	FITNESS	APPAREL	3	297	96
3-Sep-19	03-22-0004	DISC	DISC	1	28.98999977	22
3-Sep-19	03-22-0110-01-00	FITNESS	APPAREL	1	0	48
3-Sep-19	03-22-0110-11-00	DISC	DISC	4	335.9899979	192
3-Sep-19	03-31-0102-01-00	ACCESSORIES	RINGS	4	65.98999977	16
3-Sep-19	03-32-0402-00-00	GEAR	OUTERWEAR	4	183.2099991	52.95999908
3-Sep-19	03-33-1303-00-00	GEAR	OUTERWEAR	1	129	40.16999817
3-Sep-19	03-35-0101-01-00	FITNESS	WEIGHTS	3	207	45
3-Sep-19	03-40-0101-01-12	SLEEPWEAR	INTIMATES	1	19	6
3-Sep-19	03-72-0501-01-00	ACCESSORIES	IMPULSE	1	12.98999977	3.200000048
3-Sep-19	03-74-0002-01-00	ELECTRO	AUDIO	2	50	9.5
3-Sep-19	03-81-0001-00-03	ESSENTIALS	BODY CARE	2	16	3.700000048
3-Sep-19	03-81-0002-00-00	ESSENTIALS	BODY CARE	4	48	24
3-Sep-19	03-81-0101-00-00	ESSENTIALS	BODY CARE	1	10	4.400000095
3-Sep-19	03-85-0301-01-00	ESSENTIALS	SHEETS	1	0	21
3-Sep-19	05-24-0101-01-00	FITNESS	LOWER BODY	1	35	9.949999809
3-Sep-19	06-81-1702-00-00	ESSENTIALS	BODY CARE	1	32	12.80000019
3-Sep-19	08-28-0201-00-00	FITNESS	MAT	5	117.7800007	54.74999905
3-Sep-19	08-31-0202-00-00	ACCESSORIES	RINGS	5	52.18000031	11.84999943
3-Sep-19	08-31-0203-00-00	ACCESSORIES	RINGS	11	177.9799995	66
3-Sep-19	08-34-0203-00-00	GEAR	OUTERWEAR	2	40	12.31999969
3-Sep-19	08-34-0210-00-00	GEAR	OUTERWEAR	2	50	22.95999908
3-Sep-19	10-81-0001-00-00	ESSENTIALS	BODY CARE	2	58	25
3-Sep-19	13-81-0101-00-00	ESSENTIALS	BODY CARE	1	12	6
3-Sep-19	13-82-0101-01-00	ESSENTIALS	BATH	2	52	17.76000023
3-Sep-19	17-24-0109-11-00	FITNESS	LOWER BODY	1	15	5.760000229
3-Sep-19	20-87-0001-00	ESSENTIALS	BATH	1	3	0.720000029
3-Sep-19	22-82-1301-00-12	ESSENTIALS	BATH	2	90	31.86000061
3-Sep-19	23-33-0201-00-00	GEAR	OUTERWEAR	2	32	13.5
3-Sep-19	23-82-0101-01-00	ESSENTIALS	BATH	3	126	37.14000034
3-Sep-19	23-82-0102-01-00	ESSENTIALS	BATH	2	42	14.85999966
3-Sep-19	23-82-1301-01-00	ESSENTIALS	BATH	2	32	9.760000229
3-Sep-19	33-81-1701-00-00	ESSENTIALS	BODY CARE	2	16	7.415999889
3-Sep-19	37-84-0201-01-00	ESSENTIALS	GLOVES	1	17.09000015	18.37999916
3-Sep-19	38-31-0001-00-12	AUTOMOTIVE	RINGS	1	45	16.31999969
3-Sep-19	38-51-0101-01-00	ELECTRO	ELECTRO ACCESSORIES	2	198	74.83999634
3-Sep-19	40-24-0001-01-00	FITNESS	LOWER BODY	1	25	8.970000267
3-Sep-19	40-51-0001-01-12	ELECTRO	ELECTRO ACCESSORIES	3	225	112.2599945
3-Sep-19	40-74-0001-01-00	ELECTRO	AUDIO	1	29	10.77000046
3-Sep-19	42-26-0001-01-00	DISC	DISC	1	35	17
4-Sep-19	01-21-1004-14-12	COSMETICS	MASKS	2	118	40.59999847
4-Sep-19	01-21-1011-14-12	COSMETICS	MASKS	1	50	17.64999962
4-Sep-19	01-21-2012-14-12	COSMETICS	MASKS	1	75	16.20000076
4-Sep-19	01-21-4001-14-12	COSMETICS	MASKS	1	55	16.39999962
4-Sep-19	01-21-4003-14-12	COSMETICS	MASKS	1	59	18.75
4-Sep-19	01-29-1301-01-00	FITNESS	ACCESSORIES	2	32	11
4-Sep-19	01-31-0101-01-00	AUTOMOTIVE	RINGS	2	40	15.88000011
4-Sep-19	01-31-0103-01-00	ACCESSORIES	RINGS	1	20	4.5
4-Sep-19	01-31-0104-01-00	AUTOMOTIVE	RINGS	2	50	12.39999962
4-Sep-19	01-31-0105-01-00	AUTOMOTIVE	RINGS	2	30	13.19999981
4-Sep-19	01-31-0106-01-00	AUTOMOTIVE	RINGS	3	75	20.40000057
4-Sep-19	01-31-0107-01-12	GEAR	OUTERWEAR	2	138	40.11999893
4-Sep-19	01-31-0108-01-00	AUTOMOTIVE	RINGS	1	22	5.25
4-Sep-19	01-31-0109-01-00	AUTOMOTIVE	RINGS	2	44	12.69999981
4-Sep-19	01-40-0401-00-00	SLEEPWEAR	INTIMATES	1	18	5.400000095
4-Sep-19	01-81-1601-00-00	ESSENTIALS	BODY CARE	2	16	6.400000095
4-Sep-19	01-83-1601-00-00	ESSENTIALS	ORAL CARE	2	18	8.600000381
4-Sep-19	01-83-1602-00-00	ESSENTIALS	ORAL CARE	2	18	7.960000038
4-Sep-19	01-83-1603-00-00	ESSENTIALS	ORAL CARE	1	14	2.75
4-Sep-19	02-32-0101-01-00	GEAR	OUTERWEAR	1	10	2.049999952
4-Sep-19	02-32-0401-00-00	GEAR	OUTERWEAR	2	130	32.40000153
4-Sep-19	02-40-0301-01-12	SLEEPWEAR	INTIMATES	2	24	5.980000019
4-Sep-19	02-40-0401-00-00	SLEEPWEAR	INTIMATES	2	30	5.900000095
4-Sep-19	02-40-0402-00-00	DISC	DISC	1	18	3.75
4-Sep-19	02-62-0401-01-12	FITNESS	CYCLING	1	109	37.84000015
4-Sep-19	02-63-0403-01-00	FITNESS	CYCLING	1	495	172
4-Sep-19	02-71-1401-01-00	ACCESSORIES	IMPULSE	3	195	36
4-Sep-19	02-71-1403-01-12	ACCESSORIES	IMPULSE	2	218	66.30000305
4-Sep-19	02-73-0002-01-00	ACCESSORIES	BELTS	2	72	22
4-Sep-19	02-74-0401-01-00	ACCESSORIES	IMPULSE	2	16	3
4-Sep-19	02-74-1402-01-00	ACCESSORIES	IMPULSE	1	35	12
4-Sep-19	03-22-0002-01-12	FITNESS	LOWER BODY	1	62	30.63999939
4-Sep-19	03-22-0003-01-00	FITNESS	APPAREL	2	198	64
4-Sep-19	03-22-0107-01-12	FITNESS	APPAREL	1	50	13.85000038
4-Sep-19	03-22-0110-11-00	DISC	DISC	3	250	144
4-Sep-19	03-31-0102-01-00	ACCESSORIES	RINGS	2	36	8
4-Sep-19	03-32-0402-00-00	GEAR	OUTERWEAR	2	59	26.47999954
4-Sep-19	03-33-1303-00-00	GEAR	OUTERWEAR	2	258	80.33999634
4-Sep-19	03-35-0101-01-00	FITNESS	WEIGHTS	2	138	30
4-Sep-19	03-40-0102-01-12	SLEEPWEAR	INTIMATES	1	25	9.279999733
4-Sep-19	03-72-0501-01-00	ACCESSORIES	IMPULSE	2	34.98999977	6.400000095
4-Sep-19	03-74-0002-01-00	ELECTRO	AUDIO	1	25	4.75
4-Sep-19	03-74-0003-01-00	ACCESSORIES	IMPULSE	2	198	48
4-Sep-19	03-81-0002-00-00	ESSENTIALS	BODY CARE	3	36	18
4-Sep-19	04-82-0001-00-00	ESSENTIALS	BATH	1	32	11.19999981
4-Sep-19	05-24-0101-01-00	FITNESS	LOWER BODY	1	35	9.949999809
4-Sep-19	06-81-1702-00-00	ESSENTIALS	BODY CARE	1	32	12.80000019
4-Sep-19	08-28-0201-00-00	FITNESS	MAT	4	152	43.79999924
4-Sep-19	08-31-0202-00-00	ACCESSORIES	RINGS	6	56.09000015	14.21999931
4-Sep-19	08-31-0203-00-00	ACCESSORIES	RINGS	2	40	12
4-Sep-19	08-34-0201-00-00	GEAR	OUTERWEAR	1	19.98999977	7.440000057
4-Sep-19	10-81-0001-00-00	ESSENTIALS	BODY CARE	1	29	12.5
4-Sep-19	13-82-0101-01-00	ESSENTIALS	BATH	3	78	26.64000034
4-Sep-19	17-24-0109-11-00	FITNESS	LOWER BODY	1	15	5.760000229
4-Sep-19	17-24-0111-11-00	FITNESS	LOWER BODY	2	60	15.60000038
4-Sep-19	17-24-0112-01-00	FITNESS	LOWER BODY	1	19	4.050000191
4-Sep-19	20-87-0001-00	ESSENTIALS	BATH	1	22	7.199999809
4-Sep-19	22-82-1301-00-12	ESSENTIALS	BATH	1	29.98999977	15.93000031
4-Sep-19	23-33-0201-00-00	GEAR	OUTERWEAR	2	32	13.5
4-Sep-19	23-82-0101-01-00	ESSENTIALS	BATH	1	42	12.38000011
4-Sep-19	23-82-0102-01-00	ESSENTIALS	BATH	5	105	37.14999914
4-Sep-19	23-82-1301-01-00	ESSENTIALS	BATH	1	16	4.880000114
4-Sep-19	38-31-0001-00-12	AUTOMOTIVE	RINGS	1	45	16.31999969
4-Sep-19	38-51-0101-01-00	ELECTRO	ELECTRO ACCESSORIES	1	99	37.41999817
4-Sep-19	40-33-0001-00-00	GEAR	OUTERWEAR	3	198	107.9100037
4-Sep-19	43-85-0001-01-00	BEDDING	SHEETS	1	189	92
5-Sep-19	01-21-1002-14-12	COSMETICS	MASKS	1	55	12.64999962
